col_no,pos_fr_rd,treatment,time_point,date,action,selection_to_retest mites,varroa_retest_notes,reorg_or_removed_box,numerical_trt,gross_wt_kgs,gross_wt_lbs,bip_style_fob,fob_covered_at_all,top_of_box_bip_style_fob,hobo_no,hobo_sensor_propolis_30_Sep,rh_sensor_propolis,logger_connection_issue,end_of_file_issue,any_hobo_issue,water_amt_0-3,oct1_feeder_type,cups_fed,aec_towel_perc_remaining,time,q_status,q_event,brd_pattern,remove,notes,col_hist,location_on_9-19,date_brd_inspection_wax_virus,date_brd_exam,viral_sample_tf,wax_sample_tf,alc_sample_tf,alc_jar_no,mites_recov_3_washes,extra_mites_by_2-clear_rinses,mites_recov_total,gm_wt_100_bees,gm_wt_total_bee_sample,est_bee_num_by_wt,perc_phoretic_mites_by_weight,date_brd_pattern_assessed,disorders,dr_brood_exam_tf,dr_infested_num,dr_exhumed_num,wk_brood_exam_tf,infested_in_first_200_cells_num,extra_wk_infested_num,extra_wk_exhumed_num,dwv_num_sides_obs,dwv_tf,cdb_num_sides_obs,prev_bees_tot_sides,prev_cap_brd_tot_sides,prev_dr_capbrd_tot_sides,prev_honey_tot_sides,prev_pollen_tot_sides,prev_wk_capbrd_tot_sides,cap_brd_tot_sides_rm,dr_capbrd_tot_sides_rm,honey_tot_sides_removed,pollen_tot_sides_removed,bees_tot_sides,cap_brd_tot_sides,dr_capbrd_tot_sides,honey_tot_sides,pollen_tot_sides,wk_capbrd_tot_sides,est_sides_brood_incl_open,est_sides_used_space,est_sides_free_space,9.23_honey_addition_sides,9.23_pollen_addition_sides,bees_num,dr_capbrd_cells_num,revised_honey_tot_sides,revised_pollen_tot_sides,wrk_capbrd_cells_num,phoretic_mites_num_estimate,dr_cells_infested_estimate,wk_cells_infested_estimate,mites_total_estimate,sides_honey_short_of_9 (2.2 lbs/side),target_weight_lbs,lbs_to_feed,gallons_to_feed_total_wrong_estimate,gals_fed_round 1,gals to feed round 2,lbs_fed,sides_added,new_sides_total,sides_honey_short_of_12
D25,12,Apivar,2,23-Sep,Q check Install HOBO and treat,,,,,,,,,,7,,,,,,,,,,14:20,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D13,13,Apiguard_Api,2,23-Sep,Q check Install HOBO and treat,,,,,,,,,,8,,,,,,,,,,14:30,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N5,14,AEC,2,23-Sep,Q check Install HOBO,,,,,,,,,,9,,,,,,,,,,14:34,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N68,15,AEC,2,23-Sep,Q check Install HOBO,,,,,,,,,,10,,,,,,,,,,14:38,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D3,16,Apiguard_Api,2,23-Sep,Q check Install HOBO and treat,,,,,,,,,,11,,,,,,,,,,14:42,QS-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
2,17,Apiguard_Api,2,23-Sep,Q check treat,,,,,,,,,,,,,,,,,,,,14:55,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D17,18,Apiguard_Api,2,23-Sep,Q check Install HOBO and treat,,,,,,,,,,12,,,,,,,,,,15:00,QR,,,,"Lots bald brood, CDB w frass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D19,19,Apiguard_Api,2,23-Sep,Q check treat,,,,,,,,,,,,,,,,,,,,15:02,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
8,20,Apiguard_Api,2,23-Sep,Q check treat,,,,,,,,,,,,,,,,,,,,15:06,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
L75,21,Apiguard_Api,2,23-Sep,Q check Install HOBO and treat,,,,,,,,,,13,,,,,,,,,,15:09,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D21,22,Apivar,2,23-Sep,Q check treat,,,,,,,,,,,,,,,,,,,,15:11,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D22,23,AEC,2,23-Sep,Q check ,,,,,,,,,,,,,,,,,,,,15:13,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D23,24,AEC,2,23-Sep,Q check Install HOBO,,,,,,,,,,14,,,,,,,,,,15:16,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
C12,25,Apiguard_Api,2,23-Sep,Q check treat,,,,,,,,,,,,,,,,,,,,15:18,QS-P,,,,No inner cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D24,26,Apiguard_Api,2,23-Sep,Q check treat,,,,,,,,,,,,,,,,,,,,15:23,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D12,27,AEC,2,23-Sep,Q check Install HOBO,,,,,,,,,,,,,,,,,,,,15:25,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D33,28,AEC,2,23-Sep,Q check Install HOBO,,,,,,,,,,,,,,,,,,,,15:26,QS-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D27,29,Apiguard_Api,2,23-Sep,Q check treat,,,,,,,,,,,,,,,,,,,,15:29,QR,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D28,30,Apiguard_Api,2,23-Sep,Q check Install HOBO and treat,,,,,,,,,,15,,,,,,,,,,15:32,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D30,31,AEC,2,23-Sep,Q check Install HOBO,,,,,,,,,,,,,,,,,,,,15:35,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
C33,32,Apivar,2,23-Sep,Q check treat,,,,,,,,,,,,,,,,,,,,15:37,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
C6,33,Apiguard_Api,2,23-Sep,Q check treat,,,,,,,,,,,,,,,,,,,,15:39,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
BC15,34,Apivar,2,23-Sep,Q check Install HOBO and treat,,,,,,,,,,16,,,,,,,,,,15:43,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N42,35,AEC,2,23-Sep,Q check Install HOBO,,,,,,,,,,17,,,,,,,,,,15:48,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D26,36,AEC,2,23-Sep,Q check Install HOBO,,,,,,,,,,18,,,,,,,,,,15:51,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
L76,37,Apivar,2,23-Sep,Q check treat,,,,,,,,,,,,,,,,,,,,15:55,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
62,38,Apivar,2,23-Sep,Q check Install HOBO and treat,,,,,,,,,,19,,,,,,,,,,15:59,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N22,39,Apivar,2,23-Sep,Q check treat,,,,,,,,,,,,,,,,,,,,16:04,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
L79,40,AEC,2,23-Sep,Q check Install HOBO,,,,,,,,,,20,,,,,,,,,,16:06,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
4,41,AEC,2,23-Sep,Q check Install HOBO,,,,,,,,,,21,,,,,,,,,,16:08,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
S1,42,Apiguard_Api,2,23-Sep,Q check Install HOBO and treat,,,,,,,,,,22,,,,,,,,,,16:13,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
17,43,Apivar,2,23-Sep,Q check Install HOBO and treat,,,,,,,,,,23,,,,,,,,,,16:19,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
C8,44,Apiguard_Api,2,23-Sep,Q check treat,,,,,,,,,,,,,,,,,,,,16:22,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
C2,45,AEC,2,23-Sep,Q check ,,,,,,,,,,,,,,,,,,,,16:25,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N51,46,AEC,2,23-Sep,Q check ,,,,,,,,,,,,,,,,,,,,16:28,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
C15,47,Apivar,2,23-Sep,Q check Install HOBO and treat,,,,,,,,,,24,,,,,,,,,,16:33,QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D15,3,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D16,4,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N5,14,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N68,15,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D22,23,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D23,24,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D12,27,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D33,28,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D30,31,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N42,35,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D26,36,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
L79,40,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
4,41,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
C2,45,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N51,46,AEC,3,23-Sep,Round 1 AEC,,,,,,,,,,,,,,,,,,,,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D27,29,Apiguard_Api,4,23-Sep,Revisit,,,,,,,,,,,,,,,,,,,,16:56,,,,,Revisited to give more honey. Saw 9 dead mites on Apiguard treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D10,1,Apiguard_Api,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D20,2,Apivar,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,2,,,,8:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D15,3,AEC,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,2,,,,8:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D16,4,AEC,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,1,,,,8:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D5,5,Apivar,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,2,,,,8:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D6,6,Apiguard_Api,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,1,,,,8:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
9,7,Apivar,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D7,8,Apivar,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,3,,,,8:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D8,9,Apivar,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,3,,,,8:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
RC1,10,Apivar,5,25-Sep,"Check water amt, release Q",,,,,,,,,,,,,,,,1,,,,8:19,,Blue queen released,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D11,11,Apivar,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D25,12,Apivar,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,1,,,,8:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D13,13,Apiguard_Api,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,1,,,,8:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N5,14,AEC,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N68,15,AEC,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,2,,,,8:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D3,16,Apiguard_Api,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,1,,,,8:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
2,17,Apiguard_Api,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D17,18,Apiguard_Api,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D19,19,Apiguard_Api,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
8,20,Apiguard_Api,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
L75,21,Apiguard_Api,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D21,22,Apivar,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,1,,,,8:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D22,23,AEC,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D23,24,AEC,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
C12,25,Apiguard_Api,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D24,26,Apiguard_Api,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D12,27,AEC,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D33,28,AEC,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D27,29,Apiguard_Api,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D28,30,Apiguard_Api,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D30,31,AEC,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
C33,32,Apivar,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,2,,,,8:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
C6,33,Apiguard_Api,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
BC15,34,Apivar,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,2,,,,8:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N42,35,AEC,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,2,,,,8:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
D26,36,AEC,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,0,,,,8:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
L76,37,Apivar,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,1,,,,8:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
62,38,Apivar,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,1,,,,8:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
N22,39,Apivar,5,25-Sep,Check water amt,,,,,,,,,,,,,,,,1,,,,8:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
